indx,tag,speaker,line,label,desc,bin_label
2843,TRAIN_0_2843,Stevie," So, just to be clear, um, I'm a red wine drinker. ",,,0
2844,TRAIN_0_2844,David, That's fine.,,,0
2845,TRAIN_0_2845,Stevie," Okay, cool. But uh, I only drink red wine. ",,,0
2846,TRAIN_0_2846,David, Okay.,,,0
2847,TRAIN_0_2847,Stevie, And up until last night I was under the impression that you too only drank red wine. But I guess I was wrong?,,,0
2848,TRAIN_0_2848,David, I see where you're going with this. Um... I do drink red wine. But I also drink white wine.,,,0
2849,TRAIN_0_2849,Stevie, Oh. ,,,0
2850,TRAIN_0_2850,David," And I've been known to sample the occasional Rose. And a couple summers back I tried a Merlot, that used to be a chardonnay. ",,,0
2851,TRAIN_0_2851,Stevie, Uh-okay.,,,0
2852,TRAIN_0_2852,David, Which got a bit complicated.,,,0
2853,TRAIN_0_2853,Stevie," Yeah, so, you're just really open to all wines.",,,0
2854,TRAIN_0_2854,David," I like the wine, and not the label. Does that make sense? ",,,0
2855,TRAIN_0_2855,Stevie," Yes, that does. Okay. Um, this is just very new to me, so as long as you didn't roll over, and cry yourself to sleep with regret, then we're good, right? ",,,0
2856,TRAIN_0_2856,David," No, no, no, I absolutely did that. Just wept for hours in the dark. ",,,0
2857,TRAIN_1_2857,David," I say we go with this one, it's the biggest.",SARCASTIC, David did not cry for hours in the dark,1
2858,TRAIN_0_2858,David," Wow Ted, the place is very... New looking. Did you design the interior?",,,0
2859,TRAIN_0_2859,Ted," Oh, I wish! No, I found this website online that sells off old department store show rooms.",,,0
2860,TRAIN_0_2860,Stevie, So this whole room-,,,0
2861,TRAIN_0_2861,Ted," Just gets delivered, as is. This is the ""bachelor's den"" here, and then that's the ""executive dining lounge"" that I got on black Friday. ",,,0
2862,TRAIN_0_2862,David, Wow!,,,0
2863,TRAIN_0_2863,Ted, Yeah.,,,0
2864,TRAIN_0_2864,David, Wow.,,,0
2865,TRAIN_0_2865,Stevie, So... Are we the only ones showing up to this party?,,,0
2866,TRAIN_0_2866,Ted," No, we're still waiting for Mutt and Twyla.",,,0
2867,TRAIN_0_2867,Ted," Oh, I should take the rolls out of the microwave.",,,0
2868,TRAIN_0_2868,Hot rolls!,,,,0
2869,TRAIN_0_2869,David," Alexis had just said that this was a ""party"" party.",,,0
2870,TRAIN_0_2870,Alexis," Ah well, you must've been misinformed then, David. ",,,0
2871,TRAIN_0_2871,Ted," No, it's a dinner party. I wanted to get to know Alexis' friends a bit, so I figured we'd invite a few couples over, huh, have some dinner, play some games? ",,,0
2872,TRAIN_0_2872,Alexis, You guys showed!,,,0
2873,TRAIN_0_2873,Twyla," Yeah, why wouldn't we show?",,,0
2874,TRAIN_0_2874,Alexis," Twyla, I love your outfit, you look like a little Georgia peach!",,,0
2875,TRAIN_0_2875,David, Hi.,,,0
2876,TRAIN_0_2876,Mutt," So, where is everybody? I thought this was a party.",,,0
2877,TRAIN_0_2877,Alexis," It is, it's an exclusive little party.",,,0
2878,TRAIN_0_2878,Roland," Hey, who turned off don ho?! Oh hey, aloha, Roses!",,,0
2879,TRAIN_0_2879,Jocelyn, Look who it is.,,,0
2880,TRAIN_0_2880,Johnny, It's the Schitts!,,,0
2881,TRAIN_0_2881,Roland," Hey! Yeah, there you go.",,,0
2882,TRAIN_0_2882,Moira, Jocelyn.,,,0
2883,TRAIN_0_2883,Jocelyn, Moira.,,,0
2884,TRAIN_0_2884,Roland," Ooh, Johnny! I gotta tell you, that suit, that's pretty dangerous to wear at a party like this!  I just wanna wipe my hands all over that! Oh! ",,,0
2885,TRAIN_0_2885,Johnny, You just keep getting funnier.,,,0
2886,TRAIN_0_2886,Roland," I'm not joking though, I really do. ",,,0
2887,TRAIN_0_2887,Jocelyn," Moira, I have to ask you, are those wigs real hair?  I just wanna reach out and just touch them",,,0
2888,TRAIN_0_2888,Moira," oh, please don't!  No, Maureen does not like to be manhandled! ",,,0
2889,TRAIN_0_2889,Jocelyn," Sorry, sorry. ",,,0
2890,TRAIN_0_2890,Roland," Hey Roses, if I tell you a secret, you promise to keep it? ",,,0
2891,TRAIN_0_2891,Johnny," Uh no, I don't think we would, what is it? ",,,0
2892,TRAIN_0_2892,Roland," Shh! Shh! Shh! Shh! Shh! Johnny... Now listen, I'm the guy in charge of upholding the law around here, so if you have any ideas about turning me in, you'd just be turning me in to myself! ",,,0
2893,TRAIN_0_2893,Jocelyn," Spark it up, Roley! Spark it up. ",,,0
2894,TRAIN_0_2894,Roland," You got it, honey. ",,,0
2895,TRAIN_0_2895,Jocelyn," Listen, I don't know if you guys wanna partake in this, because I'm sure your fancy dinner parties didn't have illegal substances! ",,,0
2896,TRAIN_0_2896,Moira," Illegal substances. Amateurs. We had friends in the fda, but... ",,,0
2897,TRAIN_0_2897,Johnny, When in Rome.,,,0
2898,TRAIN_0_2898,Roland," Well damn, Roses!",,,0
2899,TRAIN_0_2899,Johnny, Let this party begin.,,,0
2900,TRAIN_0_2900,Jocelyn, I'll fire up the cheese fountain!,,,0
2901,TRAIN_0_2901,Roland, Oh!,,,0
2902,TRAIN_0_2902,David,  No thank you.,,,0
2903,TRAIN_0_2903,Ted," So Mutt, did you two criminals do any good for the community today?",,,0
2904,TRAIN_0_2904,Mutt, We washed a car.,,,0
2905,TRAIN_0_2905,David," You washed a car, wow. The judicial system is really cracking down on its delinquents these days, huh? ",,,0
2906,TRAIN_0_2906,Ted," You know what I always wondered, what do you two talk about all day out there? ",SARCASTIC & RHETORICAL, David is making fun of Alexis for her community service and also making fun of the community service for being really easy,0
2907,TRAIN_0_2907,Alexis," Nothing. I mean we talk, but... We don't really talk about anything important.",,,0
2908,TRAIN_0_2908,Ted, So... Like what?,,,0
2909,TRAIN_0_2909,Alexis," Like, nothing! Okay, um... Like, Mutt was having a bad day today, so we talked about that.",,,0
2910,TRAIN_0_2910,Twyla, You didn't tell me you were having a bad day. ,,,0
2911,TRAIN_0_2911,Stevie," Ted, this is delicious.",,,0
2912,TRAIN_0_2912,David, Mm-hmm.,,,0
2913,TRAIN_0_2913,Alexis," I didn't mean a bad day, Twy, I just meant like, he was questioning things. ",,,0
2914,TRAIN_0_2914,Ted," Thank you, Stevie, I ordered it online from Nevada. No sales tax.",,,0
2915,TRAIN_0_2915,Twyla, What were you questioning?,,,0
2916,TRAIN_0_2916,Mutt, It's nothing.,,,0
2917,TRAIN_0_2917,David," So when the lasagna gets delivered, does it come frozen, or... ?",,,0
2918,TRAIN_0_2918,Twyla," Okay, I just uh... I don't know why you didn't feel comfortable talking to me about it.",,,0
2919,TRAIN_0_2919,Mutt, It's not important. That's why I was talking to Alexis about it.,,,0
2920,TRAIN_0_2920,Ted," Stevie, how long have you and David been um...",,,0
2921,TRAIN_0_2921,Alexis," It's very fresh, and new.",,,0
2922,TRAIN_0_2922,David," No, it's not.",,,0
2923,TRAIN_0_2923,Alexis," It is, I would say.",,,0
2924,TRAIN_0_2924,David, Uh uh!,,,0
2925,TRAIN_0_2925,Stevie, So everyone knows?,,,0
2926,TRAIN_0_2926,Twyla, Knows what?,,,0
2927,TRAIN_0_2927,Ted, These two have...,,,0
2928,TRAIN_0_2928,David," What an elegant gesture, Ted. ",,,0
2929,TRAIN_1_2929,Ted," I-I'm sorry, I thought everyone knew. ",SARCASTIC, Requires visual information. Ted made a crude hand gesture to indicate that David and Stevie had sex,1
2930,TRAIN_0_2930,Twyla, No.,,,0
2931,TRAIN_0_2931,Alexis, It's okay.,,,0
2932,TRAIN_0_2932,Ted, Sorry!,,,0
2933,TRAIN_0_2933,Moira, I've been with these people before. I know them all.,,,0
2934,TRAIN_0_2934,Jocelyn," Wow, you've really been getting around town.",,,0
2935,TRAIN_0_2935,Moira," No, I was with them in my other life. I'm gonna tell you something. I'm from a small town, just like this.",,,0
2936,TRAIN_0_2936,Jocelyn," No, I'm not buying that!",,,0
2937,TRAIN_0_2937,Moira, It's true.,,,0
2938,TRAIN_0_2938,Jocelyn, Really? Why would you leave?,,,0
2939,TRAIN_0_2939,Moira," Oh God, I couldn't wait to get out. I was dying there. Have you never dreamed? Of a life beyond?",,,0
2940,TRAIN_0_2940,Jocelyn," You have what ifs, like, what if... I had enlisted in the military, what if Roland hadn't been such a smooth talker, what if? ",,,0
2941,TRAIN_1_2941,Moira," oh man, what if! What if I had not been crowned ""miss snow cone"" at 16, and moved to the city with my driving instructor? ",RHETORICAL, Jocelyn is reminiscing about past choices,1
2942,TRAIN_1_2942,Jocelyn, Awesome.,RHETORICAL, Moira is reminiscing about past choices,1
2943,TRAIN_0_2943,Moira, And what if I had not hand modeled at that microwave trade show? ,,,0
2944,TRAIN_1_2944,Jocelyn, Yeah. ,RHETORICAL, Moira is reminiscing about past choices,1
2945,TRAIN_0_2945,Moira," What if I didn't ask, who's the eyebrows buying everyone's drinks? ",,,0
2946,TRAIN_1_2946,Jocelyn," Wow, now you know.",RHETORICAL, Moira is reminiscing about past choices,1
2947,TRAIN_0_2947,Stevie, Whatever happened to privacy? ,,,0
2948,TRAIN_1_2948,Stevie, Now your whole family thinks I'm this big hooker! ,RHETORICAL, Stevie is upset that David told everyone that they had sex,1
2949,TRAIN_0_2949,David, My whole family does not think you're a big hooker! It a funny one night thing! Everyone here is fine with it.,,,0
2950,TRAIN_0_2950,Stevie, It was funny? ,,,0
2951,TRAIN_0_2951,David," Yeah, it was a f-it was a fun- it was a-it was a funny-it was-yes. ",,,0
2952,TRAIN_0_2952,Twyla, I had a best friend that hooked. She married one of her Johns on my birthday.,,,0
2953,TRAIN_0_2953,Alexis," Wow, so cool!",,,0
2954,TRAIN_0_2954,Mutt," It's not the time, Twyla.",,,0
2955,TRAIN_0_2955,Alexis," Um Stevie, I don't think you're a big hooker.",,,0
2956,TRAIN_0_2956,Twyla," You don't talk all dinner, and now you're telling me I can't talk about Trixie?!",,,0
2957,TRAIN_0_2957,Mutt," I'm sorry, it's just I think sometimes you have a tendency to say the wrong thing, that's all. ",,,0
2958,TRAIN_0_2958,Twyla, Is there a right time to talk about being a hooker?  ,,,0
2959,TRAIN_1_2959,Stevie, I bet nobody thought sex with Trixie was funny. ,RHETORICAL, Hookers are usually not a part of dinner conversation,1
2960,TRAIN_0_2960,David, I never said it was bad! ,,,0
2961,TRAIN_0_2961,Ted," Okay, you know what I think is happening, is things are just getting blown out of proportion, and honestly, if Alexis, you just tell us what you and Mutt were talking about, it'd probably help. ",,,0
2962,TRAIN_0_2962,Alexis," Oh my God, Ted! We were just washing a car, and talking about bad dreams. Okay?",,,0
2963,TRAIN_0_2963,Ted, Okay. You sound a little defensive.,,,0
2964,TRAIN_0_2964,David, I'd agree.,,,0
2965,TRAIN_0_2965,Alexis, Well...,,,0
2966,TRAIN_0_2966,Stevie," You know what, I just remembered, I have to wake up early tomorrow, I have an early check in. ",,,0
2967,TRAIN_0_2967,David," Uh, nobody checks in. ",,,0
2968,TRAIN_0_2968,Stevie," Tomorrow someone is, early. Uh Ted, you have a really special place, and we should all do this again some time. David, would you mind walking me home, I don't think we're finished talking.",,,0
2969,TRAIN_0_2969,Alexis," Oooh, David!",,,0
2970,TRAIN_0_2970,David, Don't!,,,0
2971,TRAIN_0_2971,Roland," My son lives in a barn in the woods, by choice! He could be the next mayor of this town if he wanted it.",,,0
2972,TRAIN_0_2972,Johnny, My son is pansexual.,,,0
2973,TRAIN_0_2973,Roland," Mm-hmm, I've heard of that. I know what that is, that's uh... That cookware fetish.",,,0
2974,TRAIN_0_2974,Johnny, No.,,,0
2975,TRAIN_0_2975,Roland, Mm-hmm!,,,0
2976,TRAIN_0_2976,Johnny," No, no.",,,0
2977,TRAIN_0_2977,Roland," No, I read about that!",,,0
2978,TRAIN_0_2978,Johnny," No, he loves everyone, men, women, women who become men, men who become women. I'm his father, and I always wanted his life to be easy.  But you know, just pick one gender, and maybe, maybe everything would've been less... confusing. ",,,0
2979,TRAIN_0_2979,Roland," Well... You know Johnny, when it comes to matters of the heart, we can't tell our kids who to love. Who said that?",,,0
2980,TRAIN_0_2980,Johnny, You did. ,,,0
2981,TRAIN_0_2981,Roland, When?,,,0
2982,TRAIN_0_2982,Johnny, You just said it now!,,,0
2983,TRAIN_0_2983,Roland, When?,,,0
2984,TRAIN_0_2984,Johnny," Now, right this second, you just said it. And you're right, you can't tell them. And I'm fine with that.",,,0
2985,TRAIN_0_2985,Stevie," Whoa, thank you for playing along. I'm sorry, I just had to get out of there, it was like being in an episode of ""couples therapy."" ",,,0
2986,TRAIN_0_2986,David," Okay wait, this was all a put on, just to get out of dinner?",,,0
2987,TRAIN_0_2987,Stevie," Yeah, I thought you were in on it. ",,,0
2988,TRAIN_0_2988,David," Well, you deserve a daytime Emmy for that performance.",,,0
2989,TRAIN_0_2989,Stevie," Thank you, I think so.",,,0
2990,TRAIN_0_2990,David," Okay, so you're not like, raging mad at me, then.",,,0
2991,TRAIN_0_2991,Stevie, No. I think it's fair to say that neither of us have ever worked with a ceiling mirror before. ,,,0
2992,TRAIN_0_2992,David, True. ,,,0
2993,TRAIN_0_2993,Stevie, It was funny! And a little humiliating.,,,0
2994,TRAIN_0_2994,David," Yeah, I uh... Saw a lot of my body, and I didn't like it.",,,0
2995,TRAIN_0_2995,Stevie, Mm-hmm.,,,0
2996,TRAIN_0_2996,David, So...,,,0
2997,TRAIN_0_2997,Stevie, I'm actually that way.,,,0
2998,TRAIN_0_2998,David," Okay, yeah, I was um- wondering if maybe we should um... Try it again, for the sake of practice?",,,0
2999,TRAIN_0_2999,Stevie, I'd be into that idea... For the sake of proficiency.,,,0
3000,TRAIN_0_3000,Ted, So I guess we won't be playing headbandz. ,,,0
3001,TRAIN_1_3001,Stevie, Why did you say that?,SARCASTIC, The party has fallen apart and no one wants to play games,1
3002,TRAIN_0_3002,David, Oh my God. What the hell... Just don't just stay here. ,,,0
3003,TRAIN_0_3003,Johnny," Oh, hello again! Spending another night together?",,,0
3004,TRAIN_0_3004,David, Dad!,,,0
3005,TRAIN_0_3005,Moira," Oh, Stevie, I hope you're being smart.",,,0
3006,TRAIN_0_3006,David, Oh my God!,,,0
3007,TRAIN_0_3007,Stevie, Oh my God!,,,0
3008,TRAIN_0_3008,Moira," Because we can't afford a baby right now, and, let's be honest, neither can you! ",,,0
3009,TRAIN_0_3009,David," Okay, well, I think it's about time that you two go to bed. Excuse me!",,,0
3010,TRAIN_0_3010,Johnny," David, I just want you to know that I support this. Not the fact that you're sleeping with a girl, which is great. But you know, I'd be just as happy if you were to bring home one of your guy friends. ",,,0
3011,TRAIN_0_3011,David, What are you talking about?!,,,0
3012,TRAIN_0_3012,Stevie," Excuse me while I just go draw a warm bath, and plug in my hair dryer.",,,0
3013,TRAIN_0_3013,Johnny," No, no, Stevie! You're a lovely girl, lovely girl. Bit of an edge, but you know, it's growing on me. David, I just want you to know that I endorse all your sexual encounters.",,,0
3014,TRAIN_0_3014,David, A-are you drunk?!,,,0
3015,TRAIN_0_3015,Moira," Grass, too much grass.",,,0
3016,TRAIN_0_3016,Johnny," A little bit, but.",,,0
3017,TRAIN_0_3017,David, What the... ? ,,,0
3018,TRAIN_0_3018,Moira," Hey, track that cycle, missy! ",,,0
3019,TRAIN_0_3019,David," Okay, good night!",,,0
3020,TRAIN_0_3020,Moira," Hey, good night!",,,0
3021,TRAIN_0_3021,Johnny, Good night. ,,,0
3022,TRAIN_0_3022,Moira, Agghhhhhh! Fuck me! Fuck me! ,,,0
3023,TRAIN_0_3023,Johnny, What?,,,0
3024,TRAIN_0_3024,Moira, Fuck me!,,,0
3025,TRAIN_0_3025,Johnny, What? ,,,0
3026,TRAIN_0_3026,Moira," John, there's something in the bed!",,,0
3027,TRAIN_0_3027,John, What?,,,0
3028,TRAIN_0_3028,Moira, Something crawled up my leg and I can't see it! ,,,0
3029,TRAIN_0_3029,Johnny, What?,,,0
3030,TRAIN_0_3030,Moira, I can't see it!,,,0
3031,TRAIN_0_3031,Johnny, A spider?,,,0
3032,TRAIN_0_3032,Moira," No! Something invisible like... Lice, or scabies, or... bed bugs!",,,0
3033,TRAIN_0_3033,Johnny," Oh, we don't have bed bugs.",,,0
3034,TRAIN_0_3034,Moira," Oh, John, I can't afford to burn all my clothes!",,,0
3035,TRAIN_0_3035,Johnny," Oh, Moira, relax. Just relax. If we had lice, I'd have lice! ",,,0
3036,TRAIN_0_3036,Deedee, Guess who? ,,,0
3037,TRAIN_0_3037,Johnny, Deedee?! ,,,0
3038,TRAIN_0_3038,Deedee," Hi, Momo. ",,,0
3039,TRAIN_0_3039,Moira, What the hell? ,,,0
3040,TRAIN_0_3040,Deedee," Sorry. I know I should've called, but um... I just thought it'd be really fun to come see my older sister in her... new digs. You know, a little visit. Oh. Um... do you really have lice? I'd hate to contract... lice. ",,,0
3041,TRAIN_0_3041,Johnny," So, Deedee, you are... looking well. ",,,0
3042,TRAIN_0_3042,Deedee," Seaweed facials. I get one every week.  But enough about me, I wanna talk about you guys.  Mm. I want you to know that I...  Really wanted to come and visit you when I heard about your life collapsing, but I got this really big job promotion that week and things got, you know, kinda crazy.  Plus, we haven't really seen much of each other recently.",,,0
3043,TRAIN_0_3043,Johnny," Yes, well, we've had kind of a hectic year.",,,0
3044,TRAIN_0_3044,Deedee," Well, thank goodness for the Internet! Seemed to be the only thing letting me know you two were still alive. ",,,0
3045,TRAIN_0_3045,Moira," Telephone is also amazing!  You just push the buttons and say, ""Hi, it's me, your deadbeat sister."" ",,,0
3046,TRAIN_0_3046,Johnny," Well, it's a treat seeing you two going at it again. Kids!  Come in and say hi to your aunt Deedee!",,,0
3047,TRAIN_0_3047,Moira, Better hurry before she disappears for another decade. ,,,0
3048,TRAIN_0_3048,Deedee,  Oh! What?  Look at you guys! You've grown!,,,0
3049,TRAIN_0_3049,Alexis, Why did I think that you were dead?,,,0
3050,TRAIN_0_3050,Deedee," Ah, you're so sweet. Now how long has it been since we've seen each other?",,,0
3051,TRAIN_0_3051,David," I think you crashed one of my pool parties with some guy you were calling ""Uncle Julio."" ",,,0
3052,TRAIN_0_3052,Deedee," Oh!  I remember that. All right, you guys treat yourself, okay? Buy yourself something nice.",,,0
3053,TRAIN_0_3053,David," A hundred dollars?! Oh my goodness, wow.",,,0
3054,TRAIN_0_3054,Alexis," Oh my God! Oh my God, I missed you! I missed you so much! I missed you so much!",,,0
3055,TRAIN_0_3055,Deedee," Oh gosh, look at that. They are sweet kids! I don't know what you were so worried about, Moira.",,,0
3056,TRAIN_0_3056,Moira," Deedee, what are you doing here?",,,0
3057,TRAIN_0_3057,Johnny, Are you staying here at the motel? Can I... get you a room?,,,0
3058,TRAIN_0_3058,Deedee," No. God no. No, I mean... no, I... I booked myself into a junior suite at the Comfort Inn in Elmdale, thank you. This is very darling, it's just it doesn't have a gym and I'm kind of in the best shape of my life right now and I kinda wanna keep it that way. ",,,0
3059,TRAIN_0_3059,Moira, Okay.,,,0
3060,TRAIN_0_3060,Stevie," Okay, so you're saying that I would be as in shape as you are if I just fixed lights all day? ",,,0
3061,TRAIN_0_3061,Grant, Pretty much. Well... a few pull ups here and there.,,,0
3062,TRAIN_0_3062,Stevie," Okay, so you do workout. You are such a liar! ",,,0
3063,TRAIN_0_3063,David, Oh! Wow! Did Stevie say something funny or... ?,,,0
3064,TRAIN_0_3064,Stevie," Grant, this is David Rose.",,,0
3065,TRAIN_0_3065,David, Hi.,,,0
3066,TRAIN_0_3066,Stevie, He's one of our permanent guests here.,,,0
3067,TRAIN_0_3067,David, Don't say that... again.,,,0
3068,TRAIN_0_3068,Stevie, Grant does repairs around here.,,,0
3069,TRAIN_0_3069,David," Oh, great.",,,0
3070,TRAIN_0_3070,Stevie, He was also just trying to tell me that he got that body from just being a handyman.,,,0
3071,TRAIN_0_3071,David," Well, isn't Grant just a big fat liar!",,,0
3072,TRAIN_0_3072,David, Um...,,,0
3073,TRAIN_0_3073,Grant," I gotta grab the right marette, so... My head is all over the place. She keeps distracting me.",,,0
3074,TRAIN_0_3074,David, Wow. He is wearing a tight shirt! So is he gonna do some repairs on your... on your undies?,,,0
3075,TRAIN_0_3075,Stevie, Who's to say he hasn't already.,,,0
3076,TRAIN_0_3076,David, Wow! Great.,,,0
3077,TRAIN_0_3077,Stevie," Why, is that a problem for you?",,,0
3078,TRAIN_0_3078,David, No. No. Do you. Do him. Do both. Do things.,,,0
3079,TRAIN_0_3079,Stevie, Great. I think I might.,,,0
3080,TRAIN_0_3080,David, Yeah. Good. Jump in.,,,0
3081,TRAIN_0_3081,Stevie, So... We should probably establish some boundaries about this whole friends with benefits thing.,,,0
3082,TRAIN_0_3082,David,"Okay. Yeah. No, let's do that. Let's, uh, let's put up some boundaries uh, for the infrequent benefits that our friendship has. I think that's really good. Can we do that after you screw mister fix-it or... would you like to do it now? Let's throw some boundaries up.",,,0
3083,TRAIN_0_3083,Stevie, 'Kay.,,,0
3084,TRAIN_0_3084,Alexis," Hey, Twyla. Twyla!Twyla?!",,,0
3085,TRAIN_0_3085,Alexis, I'm so sorry. I really didn't think that was gonna hit you.,,,0
3086,TRAIN_0_3086,Twyla, That's okay. Your mom did the same thing to me this morning.,,,0
3087,TRAIN_0_3087,Alexis, Okay.,,,0
3088,TRAIN_0_3088,Twyla, What can I get you guys?,,,0
3089,TRAIN_0_3089,Ted, Just coffees. Thanks.,,,0
3090,TRAIN_0_3090,Alexis, So what's going on over there?,,,0
3091,TRAIN_0_3091,Twyla, I'm just working on something. Just a little thing for Mutt.,,,0
3092,TRAIN_0_3092,Alexis, Oh! Is it his birthday or something?,,,0
3093,TRAIN_0_3093,Twyla," No. Um, my dad always said, ""When in doubt, say it with a song."" He was a roadie with Fleetwood Mac and that was the last thing Mick Fleetwood said to him... Before the band hit him with a restraining order.",,,0
3094,TRAIN_0_3094,Alexis, So you're writing a song for Mutt then?,,,0
3095,TRAIN_0_3095,Twyla," Yeah, I'm trying to.",,,0
3096,TRAIN_0_3096,Alexis," Cute! So what, is it about... Your feelings, or is it love and... what?",,,0
3097,TRAIN_1_3097,Ted, Are we shooting a Dateline investigative report? ,RHETORICAL, Ted is making fun of Alexis for asking so many questions about Twyla’s song for Mutt,1
3098,TRAIN_0_3098,Alexis," No... we're not. I'm just looking out for my friend. Um... honestly, Twy, ixnay on the ongsay. Because I tried it once and the guy ripped the guitar out of my hands and he just started smashing it on the ground. Granted, I'm tone deaf and he was a... He was a super angry marine, but...",,,0
3099,TRAIN_0_3099,Ted, Just let the girl write her boyfriend a song!,,,0
3100,TRAIN_0_3100,Alexis," Okay, I know! And I'm all for it, I'm all for it. I just think it's um... I think it's a super big mistake.",,,0
3101,TRAIN_0_3101,Jocelyn, David!,,,0
3102,TRAIN_0_3102,David, Jocelyn. Hi.,,,0
3103,TRAIN_0_3103,Jocelyn, Can I ask you something?,,,0
3104,TRAIN_0_3104,David, Uh... that depends.,,,0
3105,TRAIN_0_3105,Jocelyn, How shall I put this? You strike me as the sort of person that had a hard time in high school.,,,0
3106,TRAIN_0_3106,David, Thank you.,,,0
3107,TRAIN_0_3107,Jocelyn," Your floral top, for instance.",,,0
3108,TRAIN_0_3108,David, Is there something I can help you with?,,,0
3109,TRAIN_0_3109,Jocelyn," Well, there's a new kid in my school and he's having a little trouble fitting in. ",,,0
3110,TRAIN_0_3110,David, Mm-hmm. ,,,0
3111,TRAIN_0_3111,Jocelyn," He's also struggling with his sexuality, which I think that you may be also... ",,,0
3112,TRAIN_0_3112,David," What can I help you with, Jocelyn? ",,,0
3113,TRAIN_0_3113,Jocelyn," Well, I was thinking, wouldn't it be wonderful if you could come down to the school, you know, maybe talk to him and tell him that... things only get better. ",,,0
3114,TRAIN_0_3114,David, The idea of me life coaching another human being should scare you. A lot. I don't... ,,,0
3115,TRAIN_0_3115,Jocelyn," I knew there was a good person in there somewhere, David. Oh, and honey, get the quilted; that other stuff will chafe you right up. ",,,0
3116,TRAIN_0_3116,Alexis," So this is weird. Um, today marks the longest relationship that I've ever voluntarily had with someone. Mutt", Voluntarily.,,0
3117,TRAIN_0_3117,Alexis," Yeah. The actual longest relationship was um... A three month affair with a Saudi prince, but for the last two months of that I was trapped in his palace trying to get to an embassy. Um, so... hey. How is it going with you and Twyla? You guys are looking cute.",,,0
3118,TRAIN_0_3118,Mutt, Uh... I don't know.,,,0
3119,TRAIN_0_3119,Alexis, Why? What's going on? ,,,0
3120,TRAIN_0_3120,Mutt, I dunno. It... it's nothing. It's fine. ,,,0
3121,TRAIN_0_3121,Alexis," Okay, if my boyfriend ever described our relationship as ""fine,"" I think I would literally... ",,,0
3122,TRAIN_0_3122,Mutt, It's just... it feels like it's run its course. ,,,0
3123,TRAIN_0_3123,Alexis, What?,,,0
3124,TRAIN_0_3124,Mutt, And I think we've both known it for a while now.,,,0
3125,TRAIN_0_3125,Alexis, Oh.,,,0
3126,TRAIN_0_3126,Moira," Oh, give me a break. How did you find me?",,,0
3127,TRAIN_1_3127,Deedee," Well, where else is there to go? ",RHETORICAL, There are no real places to gather in Schitt’s creek besides the cafe,1
3128,TRAIN_0_3128,Deedee, And Johnny may have told me.,,,0
3129,TRAIN_1_3129,Moira," Thank you, Johnny. ",SARCASTIC, Moira is mad that Johnny told Deedee where she was,1
3130,TRAIN_0_3130,Deedee," Moira, why are you making this so difficult for me?",,,0
3131,TRAIN_0_3131,Moira," Oh... where do I start? Um, you know, I think it's best we don't go there.",,,0
3132,TRAIN_0_3132,Deedee," No, I'd like to go there. Please, take me.",,,0
3133,TRAIN_0_3133,Moira, Fifty thousand dollars. Does that sound familiar?,,,0
3134,TRAIN_0_3134,Deedee, Yes. You gave that to me as a down payment ,,,0
3135,TRAIN_0_3135,Moira, No! Loaned it. ,,,0
3136,TRAIN_0_3136,Deedee, You gave it to me as a down payment for my buffalonian town house. ,,,0
3137,TRAIN_0_3137,Moira, We handed you the money and you said... ?,,,0
3138,TRAIN_0_3138,Deedee, Thank you?,,,0
3139,TRAIN_0_3139,Moira," Oh, too late. ",,,0
3140,TRAIN_0_3140,Deedee," Well, Moira, considering you had over 500 million dollars in the bank, I'm a little personally offended that I didn't get more. ",,,0
3141,TRAIN_0_3141,Moira," Go away, Deedee.",,,0
3142,TRAIN_0_3142,Deedee," No. No. Not until I do what I came here to do. Didn't want to hurt your feelings, but I forgot.",,,0
3143,TRAIN_0_3143,Moira, don't you dare.,,,0
3144,TRAIN_0_3144,Deedee, You don't have feelings.,,,0
3145,TRAIN_0_3145,Moira, Don't you dare.,,,0
3146,TRAIN_0_3146,Deedee," Yes, yes. I am paying you back. It's not everything, but it's a start.",,,0
3147,TRAIN_0_3147,Johnny, So walk me through this... She offered you a cheque and you turned it down?,,,0
3148,TRAIN_0_3148,Moira, She was insulting us!,,,0
3149,TRAIN_0_3149,Johnny," Moira, the woman dates dive bar owners, okay? Let her insult us! Well, I don't know whether you've noticed, but we could use the money.  You talk about bed bugs. That check could pay for fumigation. Better yet, we could move to a place that doesn't have bed bugs.",,,0
3150,TRAIN_0_3150,Moira," I don't want her money. I want our money. She owes us! We loaned her $50,000 dollars!",,,0
3151,TRAIN_0_3151,Johnny," We gave her $50,000 dollars, and you spent more than that on wigs that year. I don't see any one else lining up to give us cheques.",,,0
3152,TRAIN_0_3152,Moira, Why are you taking her side?,,,0
3153,TRAIN_0_3153,Johnny," I'm not taking her side, but she's offering us a way out and you're letting your pride get in the way. ",,,0
3154,TRAIN_0_3154,Moira," It's all I have left, John, literally.",,,0
3155,TRAIN_0_3155,Johnny," Swallow it, Moira.",,,0
3156,TRAIN_0_3156,Moira, I can't.,,,0
3157,TRAIN_0_3157,Johnny," Yes, you can. And then we can buy a case of champagne to wash it down with.",,,0
3158,TRAIN_0_3158,David, So... you and Grant. How are things going?,,,0
3159,TRAIN_0_3159,Stevie," Uh... well, he asked me out for dinner tonight, so... we're gonna do that. We're gonna go for dinner, Grant and I.",,,0
